word_id,paper_id,unit_ids,canonical_section_ids,solving_count_final,listening_question_count_final,listening_transcript_text_count_final,listening_asr_approved_count_final,total_count_final,domain_presence,paper_solving_status,paper_listening_question_status,paper_listening_heard_status,paper_all_status,has_asr_occurrence,has_ocr_occurrence,asr_quality_flags
e0d44518d86b6b676a03e44d,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
7bc90feda1e26ffaff58a027,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
c5ecb403e40ff0bca2e8a6f7,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
fd08507efd5d496be5c0c55b,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
fd7d581493755ea0dcd5fcf3,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
ff02eb7b8789a99e639b3323,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
0a5d3dd37e88cc9c938b1706,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
0ad54edc3625af56b43ca85f,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
166c3e26ac309cec6f7d3bbe,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
1c718ceac121969f27ec556e,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
2c2a23c135e81bce545d4869,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
4a6fac155f54ebda2d6bf571,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
4b984f86f285c23a313641ca,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
4c60a94a5086dd9e3755c7e9,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
599bc5511f0be8f0a5accb4b,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
6224722589b7f55d78a28b40,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
6fbb36197bb27b653f08c059,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
7b62e0afdfe8817366be9730,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
8f21c39d27a2e06f21c2e16e,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
9cf6ff2a740c6794cb714b25,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
a0eeacfdea527d31fca51f1e,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
a4b08c86a2ba06a54dd28b46,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
b27aa6eaf162d58949744dc0,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
b7f826a4d2ba03574fa2ec13,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
c6bf667fdf862a02e0363633,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
c853c2a1deaded4b6f69f3ed,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
caa6862201ffdfff06f075c0,gaokao-ja-2006-national-standard,listening_question_q01_q07;listening_question_q08_q15,11aed475576d437a13647918;2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
e119b502aade7a5af7634f61,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
e26f327249a6fbc632e729b1,gaokao-ja-2006-national-standard,listening_question_q01_q07;listening_question_q08_q15,11aed475576d437a13647918;2b3dfdbf65c56c35f5aa9cc9,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
ecfb8bd386342b00f9ef7301,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,2,0,0,2,listening_question,final,final,machine_provisional,machine_available,False,False,
04f26b3d2ecb6e2cc063d5cf,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
06e50cdb167fdf79618c606f,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
129a74f1758d8e919f6e5520,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
1c6c213c502a6004ea8aab85,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
1e0f3a74f945070eafc321bf,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
240988401d0e20b24e3329a0,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
2a707dfb26c8fbd904a8103e,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
2b85399273751759551d43ef,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
2bc730304489a90468706dd7,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
2f42530ce7aa7d0d94842b4b,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
3e38b8b93bc50a95a8d3114f,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
41cfae6bcd91373f5c3deb4f,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
4a17abf1d2996bd018e94dd0,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
4b206400d0e96a3a927f6ad8,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
4e244ea73e0b089fbf62364e,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
52c2e5981ea27c6d8d6d6b81,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
5aa575d949a50bbe20402a89,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
60cd3a5dfe08877a49b6ee1e,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
6261382e37e601b67b3deacf,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
6aa54e79f3f8bc54dda2bf4f,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
6e6b4214af71a482c5e5e8f4,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
75e94c8856ab20056401e60a,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
761dbf37bc0a2c394545868a,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
785a44cef6e29e9f1b21bf9d,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
7984f4bebdc0109e660c413d,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
7a88a220830ae4625957e071,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
7c906fb251aff257e1552a17,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
7d4d3e45935d4e3fb7b9466b,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
7e937bfdaa306616fc9b1709,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
81b0871ca4aff18e8c30c1c8,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
8709916e25f87861f333690c,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
8cbfe4aeef91a2dff3ed1a83,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
8f3761ce2ae99c99619066d0,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
94f0b70f5cefc66896846bbd,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
961b2884ed15a9e7f2e1bdeb,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
97a8b92d4039ebb154f5ff55,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
9efb2023168bd614596226de,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
a66c6f269709c914a7100474,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
aa25a153350d8321be6ce438,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
b4f22908122baf7786f71370,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
b592e0410a0064eadde4ad86,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
b9451ed0cf8644dcd2065296,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
ca1cb6bf6966667d99d46490,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
cf0917105d7bfa342e65261a,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
d5ad483888cd30f5080d3641,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
dbc4195832c7f806abe282c9,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
e133dfd72a9f37a9d3f242ad,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
f298fbb2e0931a744bcf9f64,gaokao-ja-2006-national-standard,listening_question_q01_q07,2b3dfdbf65c56c35f5aa9cc9,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
f73ba8051d8f8b3bba072a05,gaokao-ja-2006-national-standard,listening_question_q08_q15,11aed475576d437a13647918,0,1,0,0,1,listening_question,final,final,machine_provisional,machine_available,False,False,
1a7d373fb13bd8cf05deb54e,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,19,0,0,19,listening_question,final,final,machine_provisional,machine_available,False,False,
9eebdbdd7c5e25417a8e8d33,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,12,0,0,12,listening_question,final,final,machine_provisional,machine_available,False,False,
340ea5148a239ebe5f04b7a9,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,9,0,0,9,listening_question,final,final,machine_provisional,machine_available,False,False,
4308ad0cc72a0b9a5567c674,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,9,0,0,9,listening_question,final,final,machine_provisional,machine_available,False,False,
1e404d6ef77b2e399dcac9ea,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,8,0,0,8,listening_question,final,final,machine_provisional,machine_available,False,False,
35550afb1ca89db33e0543b1,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,7,0,0,7,listening_question,final,final,machine_provisional,machine_available,False,False,
0a10079262c06fb202c0e307,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,6,0,0,6,listening_question,final,final,machine_provisional,machine_available,False,False,
326d90f1b8fec3a5ef603e0f,gaokao-ja-2007-national-standard,listening_question_q08_q15,c7eaa7b4a84fcaa2d5186cd4,0,5,0,0,5,listening_question,final,final,machine_provisional,machine_available,False,False,
b9451ed0cf8644dcd2065296,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,5,0,0,5,listening_question,final,final,machine_provisional,machine_available,False,False,
bd0df4a4d4c21488a5f07c2d,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,5,0,0,5,listening_question,final,final,machine_provisional,machine_available,False,False,
580519abf0b79c150ea4c27f,gaokao-ja-2007-national-standard,listening_question_q08_q15,c7eaa7b4a84fcaa2d5186cd4,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
8042dc832002f3ea3432bea1,gaokao-ja-2007-national-standard,listening_question_q01_q07,bd1e40c5f3273a541c7332a4,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
b74666b0d04cf261a8b1cb56,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
c457c5ef509fea23d75e316c,gaokao-ja-2007-national-standard,listening_question_q01_q07,bd1e40c5f3273a541c7332a4,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
e26f327249a6fbc632e729b1,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,4,0,0,4,listening_question,final,final,machine_provisional,machine_available,False,False,
08ca7fe20e875bb5a01fc8bc,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
16721e033e8cebc8f3c472c3,gaokao-ja-2007-national-standard,listening_question_q08_q15,c7eaa7b4a84fcaa2d5186cd4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
2a707dfb26c8fbd904a8103e,gaokao-ja-2007-national-standard,listening_question_q01_q07,bd1e40c5f3273a541c7332a4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
36393c284115ff1573e40ad7,gaokao-ja-2007-national-standard,listening_question_q01_q07,bd1e40c5f3273a541c7332a4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
8dfffbff2fed4e8b3090bbb8,gaokao-ja-2007-national-standard,listening_question_q01_q07;listening_question_q08_q15,bd1e40c5f3273a541c7332a4;c7eaa7b4a84fcaa2d5186cd4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
9a6fa1c080d2aaac492e1e8b,gaokao-ja-2007-national-standard,listening_question_q08_q15,c7eaa7b4a84fcaa2d5186cd4,0,3,0,0,3,listening_question,final,final,machine_provisional,machine_available,False,False,
